dataset,variant,seed,image_id,max_confidence
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4413.jpg,0.006372296251356602
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4415.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4423.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4439.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4530.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4536.jpg,0.0010405543725937605
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4782.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4791.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4801.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4825.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4829.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4832.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4876.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4885.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4900.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4909.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4915.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4917.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4922.jpg,0.03956464305520058
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4928.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4931.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4933.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4937.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4957.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4958.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4966.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4976.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4997.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_5013.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_5022.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_5053.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4430.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4444.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4454.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4456.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4465.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4474.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4496.jpg,0.021887315437197685
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4520.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4533.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4538.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4549.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4552.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4761.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4765.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4800.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4819.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4821.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4835.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4846.jpg,0.0017143386648967862
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4851.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4856.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4871.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4874.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4875.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4903.jpg,0.003499847836792469
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4911.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4916.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4932.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4952.jpg,0.0
vnwoodknot,p1_clahe,43,images/test/knot_free/img_4965.jpg,0.0
